stop,lat,long
madiwala market,12.9217,77.622
book factory,13.0617,77.633
lingapura near anganavadi kendra,12.8216,77.444
b channasandra ramamurthi nagara bridge by pass,13.0134,77.663
bhodana hosahalli beside govt. milk dairy,12.9788,77.803
doopanahalli domluru beside 17th main bajaj motors,12.9633,77.642
church rm nagar ramamurthi nagara in front of vismaya enterprises,13.0118,77.679
kumaraswamy layout police station kumara swamy layout in front of iifl,12.9056,77.563
jaraganahalli cross,12.9013,77.573
chikkegowdana palya,12.8786,77.515
charles school sagayapuram beside st charles convent,13.0062,77.621
kommasandra sarjapura & hobli anekal taluk beside the sri kashi vishwanath temple,12.8607,77.741
byregowdana halli byre gowdanahalli cross beside petty shop,13.0593,77.394
jalli machine chowdeshwari nagara beside residential area,13.0858,77.556
kalyana nagara kalyana nagara in front of manapuram gold loan,12.9674,77.524
bmtc depot-6,12.9824,77.635
yelahanka kodigehalli gate beside naveen wed nature ltd,13.0568,77.594
military dairy farm hebbala beside esteem mall,13.0493,77.593
achappa layout,12.8928,77.587
govindapura cross govindapura,13.0305,77.858
muttanallur cross muthanalluru in front of r.r.wines,12.8429,77.728
jayanagara 9th block jayanagara 9th block beside hotel sri sai,12.9198,77.592
krishna garden bhel layout krishna garden beside sri krishna garden park,12.9131,77.507
prashanthnagara devanahalli in front of sinchana,13.2444,77.713
konasandra konasandra opposite of sunny madeena masjid,12.8896,77.486
tbegur t.beguru beside open area,13.1501,77.34
patalamma temple uthrahalli bharathi housing society layout 4th phase in front of patalamma temple,12.9048,77.53
gubbalala cross gublala beside shravanthi kalyana mantap,12.8842,77.551
milk booth jp nagara 2nd phase opposite of nandini parlour,12.9099,77.595
sidda bhoomi palya in front of maramma temple,12.8544,77.372
mahanthalingapura,12.7669,77.619
hebbagodi,12.8258,77.683
chikkabanawara railway gate chikka banavara beside open area,13.0807,77.503
bhattaramarenahalli b.marenahalli in front of over head tank,13.169,77.738
lingarajapuram kariyana palya in front of murugan photo framing,13.0124,77.626
muneshwara nagara kerekodi hoskerehalli in front of sri sai rama condiments,12.9294,77.535
mullur mulluru  balagere-east taluk opposite of ashwatha katte,12.9045,77.725
amarjyothi nagara,13.0359,77.596
apartment sarjapura road,12.8676,77.767
bettahalasuru cross betta ulsoor opposite of water tank,13.1568,77.623
pooja garden vaishnavi layout opposite of baktha ajaneya temple,13.0389,77.677
pichguntarahalli pichaguntrahalli opposite of government school,13.0001,77.884
devagere cross devagere cross opposite of shwetha home solution,12.8641,77.457
huruli chikkanahalli hurali chickkanahalli beside sri lakshmi traders,13.1158,77.483
jalli machine bannerghatta road,12.8256,77.586
vit cross devanahalli road beside open area,13.1518,77.612
thirumalashettyhalli cross in front of mayuri bakery & sweets,12.986,77.781
garudachar palya hoodi opposite of xylem air bus,12.9938,77.702
jn of bcc layout,12.9548,77.535
sammenahalli sarjapura  hobli in front of milk product co.operative society,12.8326,77.748
ramasagara anekal taluk beside sri basaveshwara temple,12.8208,77.719
jakkur layout,13.0695,77.602
hamsa farm hamsa farm beside open area,12.9818,77.44
hongasandra mico layout,12.8899,77.631
madappanahalli in front of basaveshwara temple,12.9228,77.812
doddamarana halli in front of maramma temple,12.9305,77.383
emc2,12.9823,77.693
karpoora gate karpoora tea shop,12.7357,77.708
nanjappa circle shanthi nagara oppostie of karnataka housing association,12.9608,77.601
jinnagara cross,13.0299,77.826
siddaganga school chandra layout 1st stage in front of siddaganga school,12.9544,77.523
papabhovipalya cross veerananjipura beside open area,13.1284,77.367
town hall,12.9636,77.584
thimmasandra thimmasandra beside open area,13.17,77.581
depot-25 hsr layout agrahara in front of sarovara apartment,12.9196,77.643
kattugollahalli gate kattugollahalli in front of anjaneya temple,13.0948,77.743
soukhya hospital nadavathi in front of railway tracks & soukya hospital,12.9963,77.794
renuka nagar nelamangala in front of venkateshwara provision store,13.1058,77.388
shanthinagara shanthi nagara beside petty shop,13.0262,77.473
vinayakanagar 12th cross,12.9653,77.512
school udipalya in front of saraswathi provision stores,12.8203,77.514
bangalore high school shankarapuram in front of maratha hostel,12.9534,77.568
veternary college,13.0303,77.587
soluru,13.0737,77.845
lakkuppe,12.97,77.41
rajkumar samadhi ramakrishna nagara  nandini layout in front of rajkumar samadhi,13.0187,77.532
big bazaar opposite of prestige shantiniketan,12.9881,77.731
domlur bridge domluru beside chefgen rejency family restaurant,12.9579,77.641
hennur cross,13.0316,77.636
bharath house building co-operative society layout,12.9079,77.549
kolliganahalli koliganahalli in front of agricultural co-operative society ltd.,12.7117,77.407
ags layout a.g.s. layout in front of sri m.vishweshwaraiah park,12.9138,77.538
devalapura ioc road in front of manjushree hotel,12.9847,77.829
doddi,13.0024,77.612
srinivasapura cross k.j. srinivasapura beside open area,13.1292,77.4
balajinagara,12.9281,77.604
shanthi talkies,12.9368,77.575
vigneshwara nagara,12.9936,77.5
government school jakkuru opposite of water tank,13.0774,77.606
kasturi nagara kasturi nagara opposite of srishant tower,13.0039,77.663
iaf opposite of i.a.f.gate,13.1313,77.615
hosakerehalli cross banashankari 3rd stage opposite of n.c.e.r.t.,12.9301,77.544
sathanur sathanuru beside open area,13.1318,77.647
subramanyapura police station subramanya pura in front of yadalam adi lakshmamma subbaiah shetty middle school,12.8991,77.544
shell petrol bank,13.0175,77.762
oasis school,13.0891,77.666
chikkallasandra aralimara chikkalasandra beside shanimathma temple,12.912,77.552
audugodi adugodi beside maico play ground,12.9439,77.606
kogilu kannuru road,13.1035,77.616
iim appolo hospital,12.8959,77.6
pillekamma nagara,13.1713,77.637
somalapura cross medahalli opposite of anjaneya statue,12.9673,77.852
kodimanchanahalli gate devanahalli road,13.2578,77.699
shettigowdana doddi opposite of ganesha temple,12.8115,77.368
gcl factory,13.0129,77.503
chocolate,13.1223,77.668
karlapura palya karlapura palya beside water tank,13.2127,77.496
gubbalala gublala opposite of anjaneya temple,12.8858,77.542
handhigutte handigunte beside open area,12.987,77.348
sampigehalli bhannerghatta,12.8054,77.579
sulikere sulikere in front of vishweshwara swami high school,12.9387,77.448
gkw layout g.k.w.layout beside hopcoms,12.9682,77.529
koramangala police station koramangala in front of bethany high school,12.9413,77.621
basavanahalli mylahhali basavanahalli in front of grama panchayat office,13.1105,77.388
fayazabad,12.9035,77.568
thindlu cross thindlu beside open area,13.2286,77.6
magadi magadi beside k.s.r.t.c.bus stand,12.9546,77.228
domlur domluru opposite of hdfc bank,12.9569,77.641
modi hospital basaveshwaranagara beside bharathiya state bank atm,12.9973,77.546
kabhir ashram besides meenakshi apartments,13.0146,77.597
jn of bda ring road,12.8823,77.61
aladamara  thimmegowdan palya beside open area,12.8243,77.49
multiplex marathahalli marathahalli in front of staples,12.9501,77.7
nagavara junction nagavara in front of hotel reddys restaurant  j.b.j.complex,13.04,77.625
gangenahalli gangenahalli beside f.m.d.research center,13.0234,77.584
18th cross srirampura amruthahalli beside apartments,13.0688,77.604
muthanallur anekal taluk opposite of veterinary hospital,12.8322,77.734
janapriya apartments janapriya apartments beside open area,13.0735,77.503
dyavasandra thindlu circle opposite of aladamara,13.2312,77.607
sai baba temple,13.2675,77.72
chellahalli challahalli beside water tank,13.2174,77.506
makali makali in front of nitya pakaging company,13.0672,77.452
sonnadevanahalli cross sonne devanahalli,13.0879,77.807
venkatala yelahanka in front of maruti suziki bimal auto agency,13.1108,77.605
central sheshadri puram opposite of nataraja talkies,12.9897,77.572
kg halli post office kammagondanahalli beside lino foot wear,13.0568,77.533
nagarabhavi village nagarabhavi in front of advaith medical care,12.9588,77.517
avani shringeri nagara,12.8799,77.61
sarjapura cross hsr layout in front of shobha granet apartment,12.9212,77.666
shettigowdana doddi in front of ganesha temple,12.8114,77.368
chokkasandra gate,13.1768,77.884
coxtown circle cox town in front of balaji wines,12.9962,77.622
kodi chikkanahalli,12.8984,77.618
rajanukunte in front of govt.hospital,13.1715,77.564
byatarayana doddi cross byatarayana doddi beside door no 48,12.8164,77.551
malleshwaram 18th cross malleshwaram beside govt pre univesity college,13.01,77.569
konappana agrahara electronic city post in front of lavakusha bulding,12.8548,77.665
vinayaka nagara telecome layout,12.8993,77.592
bidrahalli bidrahalli in front of society,13.0571,77.715
domlur domluru  hal beside t.t.m.c.,12.9615,77.638
hegganahalli hegganahalli in front of govt. school,13.2183,77.61
minerva mill,12.9803,77.564
hbr layout,13.0341,77.629
gangenahalli,13.0261,77.585
panchsheela nagara panchasheela nagara beside manjunatha upahara and mowneshwara wood & furnitures,12.9744,77.521
chikkabelavangala gate kanasavadi in front of durga darshini hotel,13.2031,77.433
yeshwanthpura tollgate yeshawanthapura opposite of kendriya vidyalaya,13.0185,77.561
hero honda domluru beside herohonda show room,12.9546,77.641
mgm school ramohalli opposite of shrinidhi lodge,12.8975,77.433
tr mill chamaraja pete in front of devi darshini hotel,12.9575,77.559
kuduregere,13.1926,77.6
alambadi chikka tirupathi opposite of canara bank,12.8928,77.887
varthuru police station,12.9377,77.746
central silk board,12.9175,77.624
nagarabhavi circle chandra layout beside open area  near sri balaji senate,12.9596,77.52
yeliyuru high school,13.257,77.764
keb office somanahalli somanahalli opposite of a.p.s. college of engineering,12.7824,77.499
nanjundeswara traders banashankari 3rd stage beside coffee day,12.9337,77.542
canara bank koramangala koramangala ring road beside canarabank,12.9342,77.624
nagenahalli gate nagenahalli beside open area,13.1302,77.572
mallasandra mallasandra beside sri veerabhadra swamy temple,13.0027,77.394
kallabalu,12.7693,77.622
dunnasandra cross opposite of shrunga vidyalaya,12.976,77.82
shringarapura sringarapura beside allied sales corporation,13.0996,77.744
srinagara hanuman temple,12.9441,77.554
iti layout dollars colony ags layout beside classic polo,13.0339,77.569
govardhan talkies yeshawanthpura beside bsnl office,13.0186,77.553
lrde c.v.raman nagara in front of electronic & radar development establisment,12.9807,77.657
reddy school,12.9259,77.625
kannamangala gate kannamangala in front of horticulture office,13.0321,77.759
library university bangalore university in front of muneshwara swamy temple,12.9438,77.504
mahadevana doddi,12.7473,77.609
giddappanahalli,13.1746,77.817
soppahalli anekal taluk beside sri renuka yellamma devi temple,12.7477,77.68
byrathi byrathi beside amal bakery,13.0563,77.652
lakshmipura lakshmi pura in front of maramma temple,12.9896,77.383
silk farm,12.8538,77.524
commando hospital,12.9641,77.626
srinivasa nagara srinivasanagara in front of shankara timbers,12.9376,77.558
gandhi bazaar basavanagudi beside ashoka plaza,12.9457,77.571
vigneshwara nagara sunkada katte opposite of sallapuradamma temple,12.9945,77.504
railway gollahalli gollahalli beside sri veerabhadraswamy provision store,13.1464,77.417
meda agrahara cross meda agrahara beside bismilla provision stores,13.1013,77.531
avadadenahalli avadadenahalli tree,12.7467,77.708
navodaya doddaballapura in front of columbia clinic,13.2691,77.552
pillagumba,13.1153,77.835
shastri palya k.g.shastri palya beside residential area,13.1717,77.436
shivakote shivakote beside basaveshwara provision stores,13.1334,77.515
jn of hosur road opposite of staple,12.9322,77.613
mariyamma layout,13.0259,77.65
bangalore central jail naganathapura in front of s.r.n.reddys industrial complex,12.8736,77.666
gattahalli huskuru post opposite of govt. primary school,12.8681,77.704
doddaballapura doddaballapura beside shanthosh lodge,13.2932,77.542
nelmangala bypass nelamangala in front of m.k. automobiles,13.0982,77.386
kodihalli hesarugatta kodihalli beside ashwatha katte,13.19,77.454
bingipura,12.8261,77.633
kempegowda bus station majestic beside amar hotel,12.9787,77.573
shanthinagara beside open area,12.8773,77.346
kattigena halli kottigenahalli beside open area,13.1217,77.626
ramana devasthana sarjapura in front of sri kodanda rama temple,12.8599,77.789
ananda rao circle in front of director of medical education,12.9817,77.574
bommasandra indl area 4th cross,12.8209,77.687
kodigehalli gate beside royal oak wood in corporation,13.0579,77.593
srirampura cross jakkuru opposite of sushmitha condiments,13.0664,77.61
vinayaka nagara vinayaka nagara beside sri mahadeshwara enterprises,13.1387,77.475
yarandahalli,12.8084,77.666
commercial street beside asc centre,12.9801,77.61
annasandra palya,12.9644,77.673
girinagara circle girinagara opposite of n.d.r.r.complex,12.9409,77.545
malagala ramakrishnaiah layout in front of g.r.s.conventional hall,12.9784,77.517
doddanekkundi,12.9677,77.693
chikkabanavara chikka banavara beside a.one mobile shop,13.0819,77.5
nrutya grama hasaraghatta beside open area,13.1543,77.473
hsr club,12.9119,77.648
sanne gate devanahalli in front of railway track,13.2305,77.691
indira priyadarshini nagara,13.0068,77.518
rajarajeshwari temple rajeshwari nagara opposite of raja rajeshwari temple,12.9268,77.511
kuduragere betta halasuru kudurege in front of government school,13.1858,77.611
muthsandra opposite of vinayaka temple,12.9377,77.786
thindlu thindlu besdie n.n.times & marbles,13.0733,77.567
jigani,12.7842,77.64
sarala birla academy,12.8115,77.585
leelavathi estate opposite of leelavathi estate,13.0009,77.35
koramangala kalyana mantapa koramangala beside play ground  platinum  vlce,12.9372,77.618
